28222,0,1,1,1
28223,0,1,1,2
28224,0,1,1,2
28225,0,1,1,2
28226,0,1,1,1
28227,0,1,1,3
28228,0,3,2,2
28229,0,1,1,2
28230,0,1,3,4
28231,0,1,2,1
28232,0,3,3,2
28233,0,1,1,1
28234,0,3,3,2
28235,0,1,2,1
28236,0,1,2,1
28237,0,1,1,4
28238,0,1,2,1
28239,0,1,1,1
28240,0,1,2,3
28241,0,1,1,1
28242,0,1,1,1
28243,0,3,3,2
28244,0,1,2,2
28245,0,1,2,1
28246,0,1,1,1
28247,0,1,1,3
28248,0,1,1,1
28249,0,1,2,1
28250,0,1,2,1
28251,0,2,2,2
28252,0,2,2,2
28253,0,1,1,1
28254,0,1,1,1
28255,0,1,1,1
28256,0,3,3,1
28257,0,1,1,1
28258,0,4,3,3
28259,0,1,1,4
28260,0,1,4,2
28261,0,1,1,2
28262,0,2,2,2
28263,0,2,2,2
28264,0,4,4,1
28265,0,3,3,1
28266,0,1,1,1
28267,0,3,3,3
28268,0,1,1,1
28269,0,1,1,1
28270,0,2,3,2
28271,0,1,1,1
28272,0,2,2,3
28273,0,1,2,1
28274,0,1,1,1
28275,0,1,2,2
28276,0,1,2,2
28277,0,1,1,1
28278,0,3,3,1
28279,0,1,1,1
28280,0,3,2,3
28281,0,2,3,3
28282,0,2,1,2
28283,0,4,4,3
28284,0,1,1,1
28285,0,2,2,2
28286,0,1,1,2
28287,0,2,2,2
28288,0,3,3,2
28289,0,2,2,3
28290,0,1,1,1
28291,0,1,2,1
28292,0,4,4,2
28293,0,1,1,1
28294,0,2,2,2
28295,0,2,2,2
28296,0,2,2,2
28297,0,2,3,3
28298,0,1,1,1
28299,0,3,3,2
28300,0,3,2,3
28301,0,3,1,2
28302,0,4,4,5
28303,0,2,2,1
28304,0,1,1,2
28305,0,4,4,1
28306,0,2,2,2
28307,0,3,2,2
28308,0,1,2,1
28309,0,1,1,1
28310,0,3,3,2
28311,0,1,1,1
28312,0,1,1,1
28313,0,1,1,1
28314,0,2,2,2
28315,0,3,3,3
28316,0,1,2,1
28317,0,1,1,1
28318,0,4,3,1
28319,0,4,4,1
28320,0,2,2,1
28321,0,1,1,1
28322,0,1,1,1
28323,0,2,2,2
28324,0,4,4,5
28325,0,1,1,1
28326,0,1,1,1
28327,0,1,1,1
28328,0,1,2,1
28329,0,1,1,1
28330,0,5,5,5
28331,0,3,3,2
28332,0,5,5,5
28333,0,3,3,3
28334,0,5,5,4
28335,0,1,1,1
28336,0,3,3,3
28337,0,3,3,2
28338,0,2,2,3
28339,0,2,3,2
28340,0,1,1,1
28341,0,2,2,1
28342,0,2,2,2
28343,0,5,5,5
28344,0,1,1,1
28345,0,3,3,3
28346,0,1,1,1
28347,0,5,5,5
28348,0,2,2,2
28349,0,3,3,3
28350,0,1,2,1
28351,0,1,2,1
28352,0,1,1,1
28353,0,2,2,1
28354,0,4,4,3
28355,0,5,5,5
28356,0,5,4,3
28357,0,1,2,1
28358,0,5,5,5
28359,0,5,3,3
28360,0,5,3,1
28361,0,1,2,1
28362,0,3,3,3
28363,0,5,5,5
28364,0,1,2,1
28365,0,1,1,1
28366,0,1,1,1
28367,0,3,3,3
28368,0,3,3,3
28369,0,4,3,1
28370,0,2,2,2
28371,0,1,1,1
28372,0,5,5,5
28373,0,3,3,1
28374,0,5,5,5
28375,0,5,3,5
28376,0,3,3,5
28377,0,3,3,1
28378,0,1,1,1
28379,0,2,2,3
28380,0,1,1,2
28381,0,1,1,3
28382,0,1,1,1
28383,0,1,1,2
28384,0,4,4,4
28385,0,3,3,3
28386,0,1,2,1
28387,0,4,3,3
28388,0,1,1,1
28389,0,3,4,5
28390,0,1,2,1
28391,0,1,1,1
28392,0,1,2,2
28393,0,1,2,1
28394,0,1,2,1
28395,0,1,2,1
28396,0,1,1,1
28397,0,5,4,5
28398,0,5,5,5
28399,0,4,2,2
28400,0,3,2,2
28401,0,2,1,3
28402,0,4,5,5
28403,0,2,4,2
28404,0,1,1,1
28405,0,5,5,5
28406,0,1,1,2
28407,0,3,3,4
28408,0,3,3,2
28409,0,3,3,5
28410,0,5,3,5
28411,0,4,3,3
28412,0,1,5,4
28413,0,3,4,4
28414,0,3,5,4
28415,0,2,1,3
28416,0,3,3,3
28417,0,1,2,2
28418,0,3,4,3
28419,0,3,4,3
28420,0,1,1,1
28421,0,4,3,3
28422,0,1,2,1
28423,0,1,1,1
28424,0,1,2,2
28425,0,1,1,1
28426,0,1,1,1
28427,0,1,1,1
28428,0,1,3,2
28429,0,5,3,5
28430,0,5,5,5
28431,0,3,3,3
28432,0,2,1,2
28433,0,1,1,1
28434,0,4,4,4
28435,0,4,4,4
28436,0,1,1,1
28437,0,4,4,4
28438,0,1,3,1
28439,0,3,4,3
28440,0,2,4,2
28441,0,3,4,3
28442,0,5,5,4
28443,0,4,5,4
28444,0,3,5,3
28445,0,4,5,4
28446,0,4,5,4
28447,0,3,1,2
28448,0,3,5,2
28449,0,1,2,2
28450,0,3,1,3
28451,0,3,2,2
28452,0,3,5,3
28453,0,4,3,4
28454,0,1,1,1
28455,0,3,1,3
28456,0,4,5,4
28457,0,5,2,5
28458,0,2,1,2
28459,0,1,3,1
28460,0,1,1,1
28461,0,1,1,1
28462,0,2,1,2
28463,0,1,4,2
28464,0,4,5,4
28465,0,5,5,5
28466,0,1,2,1
28467,0,1,1,1
28468,0,5,5,5
28469,0,1,3,1
28470,0,3,5,3
28471,0,2,5,2
28472,0,3,1,3
28473,0,5,5,5
28474,0,3,5,3
28475,0,2,2,2
28476,0,1,1,1
28477,0,4,3,4
28478,0,2,1,2
28479,0,4,5,4
28480,0,5,5,5
28481,0,4,2,4
28482,0,1,1,2
28483,0,1,1,1
28484,0,5,5,5
28485,0,3,4,3
28486,0,4,5,4
28487,0,5,5,5
28488,0,1,1,1
28489,0,3,3,3
28490,0,4,5,4
28491,0,5,5,5
28492,0,5,5,4
28493,0,2,3,3
28494,0,1,2,1
28495,0,3,4,3
28496,0,2,3,2
28497,0,3,5,3
28498,0,5,5,5
28499,0,4,5,4
28500,0,2,3,3
28501,0,5,5,4
28502,0,3,5,3
28503,0,5,5,5
28504,0,1,4,2
28505,0,3,5,2
28506,0,2,2,2
28507,0,1,4,2
28508,0,5,2,2
28509,0,5,4,3
28510,0,3,5,3
28511,0,4,5,4
28512,0,1,3,1
28513,0,3,5,3
28514,0,2,3,2
28515,0,3,5,3
28516,0,5,5,4
28517,0,1,1,1
28518,0,1,3,2
28519,0,3,5,3
28520,0,1,1,1
28521,0,5,5,5
28522,0,1,1,1
28523,0,1,1,1
28524,0,4,4,3
28525,0,4,5,3
28526,0,3,4,3
28527,0,5,5,5
28528,0,3,2,3
28529,0,2,2,2
28530,0,1,1,1
28531,0,1,1,1
28532,0,2,4,2
28533,0,1,1,2
28534,0,3,5,3
28535,0,1,1,1
28536,0,2,4,2
28537,0,1,3,2
28538,0,3,5,3
28539,0,3,4,3
28540,0,5,5,5
28541,0,4,5,3
28542,0,5,5,4
28543,0,3,5,3
28544,0,3,5,3
28545,0,3,5,3
28546,0,3,4,3
28547,0,3,5,3
28548,0,2,1,2
28549,0,3,5,3
28550,0,1,2,1
28551,0,1,3,1
28552,0,1,1,2
28553,0,3,5,3
28554,0,2,5,2
28555,0,5,5,5
28556,0,1,2,1
28557,0,1,1,2
28558,0,1,1,1
28559,0,2,4,2
28560,0,3,5,3
28561,0,2,5,2
28562,0,4,5,4
28563,0,3,4,3
28564,0,3,4,3
28565,0,4,5,4
28566,0,2,5,2
28567,0,5,5,5
28568,0,5,5,4
28569,0,5,5,4
28570,0,1,4,2
28571,0,2,5,2
28572,0,1,4,1
28573,0,1,2,1
28574,0,3,5,3
28575,0,4,4,4
28576,0,5,5,5
28577,0,5,5,4
28578,0,3,5,3
28579,0,2,5,2
28580,0,4,5,4
28581,0,2,3,2
28582,0,3,4,3
28583,0,5,5,5
28584,0,5,5,4
28585,0,2,5,2
28586,0,1,5,1
28587,0,3,4,3
28588,0,5,5,5
28589,0,1,2,1
28590,0,1,1,1
28591,0,5,5,5
28592,0,3,5,3
28593,0,5,5,5
28594,0,4,5,4
28595,0,3,4,3
28596,0,4,5,4
28597,0,5,5,5
28598,0,3,4,3
28599,0,5,5,5
28600,0,4,5,4
28601,0,5,5,4
28602,0,2,5,2
28603,0,1,4,1
28604,0,4,5,4
28605,0,1,5,1
28606,0,1,4,1
28607,0,2,4,2
28608,0,2,4,2
28609,0,5,5,5
28610,0,5,5,5
28611,0,3,1,3
28612,0,1,1,1
28613,0,1,2,2
28614,0,3,4,3
28615,0,1,1,2
28616,0,1,1,1
28617,0,5,5,4
28618,0,4,5,4
28619,0,1,3,1
28620,0,1,1,1
28621,0,5,5,5
28622,0,1,1,1
28623,0,2,3,2
28624,0,5,5,4
28625,0,1,1,1
28626,0,3,3,3
28627,0,3,5,3
28628,0,5,5,5
28629,0,5,3,3
28630,0,3,5,3
28631,0,1,2,1
28632,0,1,1,1
28633,0,5,5,4
28634,0,5,5,5
28635,0,5,5,4
28636,0,3,5,3
28637,0,2,4,2
28638,0,2,2,2
28639,0,3,5,3
28640,0,5,5,5
28641,0,1,3,1
28642,0,2,3,2
28643,0,4,5,4
28644,0,3,4,3
28645,0,1,1,1
28646,0,3,4,3
28647,0,3,5,3
28648,0,5,5,5
28649,0,1,1,1
28650,0,5,5,5
28651,0,2,4,2
28652,0,4,5,4
28653,0,5,5,5
