28222,1,(E04) Ask for an explanation,(E04) Ask for an explanation,(E04) Ask for an explanation
28222,2,(E02) Testing prior knowledge,(E04) Ask for an explanation,(E03) Provide an explanation
28222,3,(E03) Provide an explanation,(E03) Provide an explanation,(E03) Provide an explanation
28222,4,(E08) Providing Assessment,(E08) Providing Assessment,(E08) Providing Assessment
28222,5,(E03) Provide an explanation,(E03) Provide an explanation,(E03) Provide an explanation
28222,6,(E07) Providing Feedback,(E08) Providing Assessment,(E08) Providing Assessment
28222,7,(E07) Providing Feedback,(E07) Providing Feedback,(E07) Providing Feedback
28222,8,(E02) Testing prior knowledge,(E02) Testing prior knowledge,(E02) Testing prior knowledge
28222,9,(E07) Providing Feedback,(E10) Introducing Extraneous Information,(E09) Other
28222,10,(E05) Signaling understanding,(E07) Providing Feedback,(E07) Providing Feedback
28222,11,(E07) Providing Feedback,(E10) Introducing Extraneous Information,(E07) Providing Feedback
28222,12,(E07) Providing Feedback,(E10) Introducing Extraneous Information,(E07) Providing Feedback
28222,13,(E07) Providing Feedback,(E10) Introducing Extraneous Information,(E07) Providing Feedback
28222,14,(E03) Provide an explanation,(E07) Providing Feedback,(E07) Providing Feedback
28222,15,(E06) Signaling non-understanding,(E06) Signaling non-understanding,(E06) Signaling non-understanding
28222,16,(E07) Providing Feedback,(E09) Other,(E09) Other
28222,17,(E07) Providing Feedback,(E07) Providing Feedback,(E07) Providing Feedback
28222,18,(E03) Provide an explanation,(E10) Introducing Extraneous Information,(E03) Provide an explanation
28222,19,(E04) Ask for an explanation,(E04) Ask for an explanation,(E04) Ask for an explanation
28222,20,(E03) Provide an explanation,(E03) Provide an explanation,(E03) Provide an explanation
28222,21,(E03) Provide an explanation,(E07) Providing Feedback,(E07) Providing Feedback
28222,22,(E01) Testing understanding,(E02) Testing prior knowledge,(E02) Testing prior knowledge
28222,23,(E03) Provide an explanation,(E08) Providing Assessment,(E08) Providing Assessment
28222,24,(E03) Provide an explanation,(E08) Providing Assessment,(E08) Providing Assessment
28222,25,(E05) Signaling understanding,(E07) Providing Feedback,(E07) Providing Feedback
