28222,1,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28222,2,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28222,3,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28222,4,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28222,5,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28222,6,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28222,7,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28222,8,(T04) Other - No topic was introduced,(T03) A related topic,(T03) A related topic
28222,9,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced
28222,10,(T04) Other - No topic was introduced,(T03) A related topic,(T03) A related topic
28222,11,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced
28222,12,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced
28222,13,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced
28222,14,(T04) Other - No topic was introduced,(T03) A related topic,(T03) A related topic
28222,15,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced
28222,16,(T04) Other - No topic was introduced,(T03) A related topic,(T03) A related topic
28222,17,(T04) Other - No topic was introduced,(T03) A related topic,(T03) A related topic
28222,18,(T04) Other - No topic was introduced,(T03) A related topic,(T03) A related topic
28222,19,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced
28222,20,(T01) It is the main topic,(T02) A subtopic,(T02) A subtopic
28222,21,(T01) It is the main topic,(T02) A subtopic,(T02) A subtopic
28222,22,(T02) A subtopic,(T02) A subtopic,(T02) A subtopic
28222,23,(T01) It is the main topic,(T02) A subtopic,(T02) A subtopic
28222,24,(T01) It is the main topic,(T02) A subtopic,(T02) A subtopic
28222,25,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28222,26,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28222,27,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28222,28,(T01) It is the main topic,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced
28222,29,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28222,30,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced
28222,31,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28222,32,(T02) A subtopic,(T03) A related topic,(T03) A related topic
28222,33,(T02) A subtopic,(T03) A related topic,(T03) A related topic
28222,34,(T02) A subtopic,(T03) A related topic,(T03) A related topic
28222,35,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28222,36,(T04) Other - No topic was introduced,(T03) A related topic,(T03) A related topic
28222,37,(T01) It is the main topic,(T02) A subtopic,(T02) A subtopic
28222,38,(T01) It is the main topic,(T03) A related topic,(T03) A related topic
28222,39,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced
28222,40,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced
28223,1,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28223,2,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28223,3,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28223,4,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28223,5,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28223,6,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28223,7,(T01) It is the main topic,(T01) It is the main topic,(T03) A related topic
28223,8,(T01) It is the main topic,(T01) It is the main topic,(T04) Other - No topic was introduced
28223,9,(T01) It is the main topic,(T01) It is the main topic,(T02) A subtopic
28223,10,(T01) It is the main topic,(T01) It is the main topic,(T02) A subtopic
28223,11,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28223,12,(T01) It is the main topic,(T01) It is the main topic,(T02) A subtopic
28223,13,(T01) It is the main topic,(T01) It is the main topic,(T03) A related topic
28223,14,(T01) It is the main topic,(T01) It is the main topic,(T03) A related topic
28223,15,(T01) It is the main topic,(T01) It is the main topic,(T03) A related topic
28223,16,(T01) It is the main topic,(T01) It is the main topic,(T02) A subtopic
28223,17,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28223,18,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28223,19,(T01) It is the main topic,(T01) It is the main topic,(T03) A related topic
28223,20,(T01) It is the main topic,(T01) It is the main topic,(T03) A related topic
28223,21,(T01) It is the main topic,(T01) It is the main topic,(T04) Other - No topic was introduced
28223,22,(T01) It is the main topic,(T01) It is the main topic,(T02) A subtopic
28223,23,(T01) It is the main topic,(T01) It is the main topic,(T03) A related topic
28223,24,(T01) It is the main topic,(T01) It is the main topic,(T02) A subtopic
28223,25,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28223,26,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28223,27,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced
28223,28,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28223,29,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28223,30,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28223,31,(T02) A subtopic,(T02) A subtopic,(T02) A subtopic
28223,32,(T02) A subtopic,(T02) A subtopic,(T02) A subtopic
28223,33,(T02) A subtopic,(T02) A subtopic,(T02) A subtopic
28223,34,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28223,35,(T02) A subtopic,(T02) A subtopic,(T02) A subtopic
28223,36,(T02) A subtopic,(T02) A subtopic,(T02) A subtopic
28223,37,(T02) A subtopic,(T02) A subtopic,(T04) Other - No topic was introduced
28223,38,(T02) A subtopic,(T02) A subtopic,(T03) A related topic
28223,39,(T02) A subtopic,(T02) A subtopic,(T02) A subtopic
28223,40,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced,(T04) Other - No topic was introduced
28224,1,(T01) It is the main topic,(T01) It is the main topic,(T01) It is the main topic
28224,2,(T04) Other - No topic was introduced,(T03) A related topic,(T04) Other - No topic was introduced
28224,3,(T03) A related topic,(T03) A related topic,(T03) A related topic
28224,4,(T03) A related topic,(T02) A subtopic,(T03) A related topic
